REVIEW_INDEX,REVIEW_DATE,REVIEW_RATING,REVIEW_TITLE,REVIEW_BODY,DATE_OF_EXPERIENCE,TRIP_TYPE,REVIEW_CRAWLED_TIME,REVIEWER_NAME,HOME_COUNTRY,ATTRACTION_NAME,ATTRACTION_TYPE,ADDRESS,clean_text
608659058,2018-08-21 00:00:00.000,4,Go at sunset,very unique man made garden. well lit at night. The sun shines at the orchard and made perfect macro on the flowers.,2017-10-01 00:00:00.000,Friends,2020-01-29 18:49:43.122,BobBobGolden,Malaysia,Supertree Grove,Leisure & Recreation,"18 Marina Gardens Drive Gardens By the Bay | Gardens by the Bay, Singapore 018953, Singapore",unique man make garden well lit night sun shine orchard make perfect macro flower
591458063,2018-06-28 00:00:00.000,5,Loads of fun,"The zoo is well maintained and the enclosures are unlike what you find in other zoos! Plan your day around the shows if thatâ€™s your thing._x000D_
It does get quite humid and warm in Singapore, so bring a fan along for your day in the zoo. Would also recommend bringing a water bottle along and making use of the water points in the zoo!_x000D_
If youâ€™re looking to go to any of the other Parks, I recommend that you consider their ticket packages. They have those that cover more than one park, so you can save some money. Youâ€™ll get to choose which parks to include in your package! But if youâ€™re going to visit all four, perhaps consider the zoo membership as it also comes with benefits like retail discounts.",2018-06-01 00:00:00.000,Friends,2020-01-26 13:11:55.180,RenaeSNS,Netherlands,Singapore Zoo,Nature & Wildlife,"80 Mandai Lake Road, Singapore 729826, Singapore",zoo well maintain enclosure unlike find zoo plan day around show thatatms thingxd get quite humid warm singapore bring fan along day zoo would also recommend bring water bottle along make use water point zooxd youatmre look go park recommend consider ticket package cover one park save money youatmll get choose park include package youatmre go visit four perhaps consider zoo membership also come benefit like retail discount
465493538,2017-03-08 00:00:00.000,5,Spectacular skylines.,"Very busy at weekends providing a different atmosphere from a quiet weekday stroll. So much to admire, we loved it.",2017-03-01 00:00:00.000,Couples,2020-01-30 06:29:46.192,Moriston,United Kingdom,Waterfront Promenade,Leisure & Recreation,"Singapore, Singapore",busy weekend provide different atmosphere quiet weekday stroll much admire love
534531088,2017-10-20 00:00:00.000,5,Excellent view of Singapore,Flyer gives an excellent view of Singapore. There are 2 options to see Singapore city from top - Flyer and Skypark. I would recommend to visit Skypark to see Singapore at Night time and then go to the Flyer to see it at Daytime.,2017-10-01 00:00:00.000,Family,2020-01-28 11:27:38.556,Parag_Kokane,India,Singapore Flyer,Leisure & Recreation,"30 Raffles Avenue, Singapore 039803, Singapore",flyer give excellent view singapore option see singapore city top flyer skypark would recommend visit skypark see singapore night time go flyer see daytime
728788906,2019-11-25 00:00:00.000,5,Wow,"What they've managed to achieve is amazing. Even if you're not into plants, or gardens you'll be amazed by this place. The 2 green houses are Huge, and just full of the most amazing displays. One currently has a xmas theme, which is great. Don't worry about the heat either. They're both air conditioned. The tree top walk is also a must. Highly recommend.",2019-11-01 00:00:00.000,Family,2020-01-25 14:27:59.189,warrenwaples,Australia,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",manage achieve amaze even not plant garden amaze place green house huge full amaze display one currently xmas theme great dont worry heat either theyre air condition tree top walk also must highly recommend
562153359,2018-02-22 00:00:00.000,4,"Nice, exotic flowers",I love botanical gardens and have been to many. The flower dome had a lot of things I had never seen before. 4 stars not 5 because I think it's too expensive and the cloud one was a bit more epic.,2018-02-01 00:00:00.000,Friends,2020-01-30 01:11:26.312,Mary O,United States,Flower Dome,Leisure & Recreation,"18 Marina Gardens Drive Gardens By the Bay, Singapore 018953, Singapore",love botanical garden many flower dome lot thing never see star not think expensive cloud one bit epic
629550073,2018-10-30 00:00:00.000,5,Breakfast with the Orangutans,"An amazing breakfast buffet, almost every thing you can think of available to eat to suit both the western and Asian pallet at a reasonable price. The Orangutans dropped by for their breakfast and we grabbed the photo opportunity. The animal keepers were very informative about the animals and offered stories about hardships they had faced before rescue._x000D_
After breakfast we were able to explore the rest of the animal areas. This zoo has large enclosures with room for the animals to move around in, there are also enclosures where the public can enter and be among the animals in their habitat. Itâ€™s an awesome experience for all ages. Highly recommend it",2018-10-01 00:00:00.000,Friends,2020-01-26 13:10:26.854,janinegoff,Australia,Singapore Zoo,Nature & Wildlife,"80 Mandai Lake Road, Singapore 729826, Singapore",amaze breakfast buffet almost every thing think available eat suit western asian pallet reasonable price orangutan drop breakfast grabbed photo opportunity animal keeper informative animal offer story hardship face rescuexd breakfast able explore rest animal area zoo large enclosure room animal move around also enclosure public enter among animal habitat itatms awesome experience age highly recommend
399795983,2016-08-01 00:00:00.000,4,"One of the nicest places to visit in Singapore, and it doesnt cost a dime",Nice to go there any time of the day. Great for a walk and see some real old trees. The orchid garden situated within the gardens a must visit.,2016-06-01 00:00:00.000,Family,2020-01-26 10:02:39.850,DrPiplani,Singapore,Singapore Botanic Gardens,Leisure & Recreation,"1 Cluny Road, Singapore 259 569, Singapore",nice go time day great walk see real old tree orchid garden situate within garden must visit
566437383,2018-03-14 00:00:00.000,4,worthwhile,pretty nice garden area near marina bay gardens. worth visiting for a quick afternoon visit if youre in the area,2018-03-01 00:00:00.000,Solo,2020-01-25 19:21:33.678,MichaelJT19,Australia,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",pretty nice garden area near marina bay garden worth visit quick afternoon visit youre area
409999503,2016-08-24 00:00:00.000,5,Excellent place. Amazing view in night,Go in evening. Enjoy garden. Then stay late till it gets lit up. Then you see how amazing it looks. Just out of the world. Can be easily reached by mrts.,2016-08-01 00:00:00.000,Couples,2020-01-25 18:36:10.217,Ruchika213,India,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",go even enjoy garden stay late till get lit see amaze look world easily reach mrts
555922360,2018-01-23 00:00:00.000,5,beautiful museum,The collections are impressive. It's easy to get to the museum with free shuttle buses that run around the campus from the MRT station.,2018-01-01 00:00:00.000,Solo,2020-01-31 17:08:20.520,sharonr806,Canada,Lee Kong Chian Natural History Museum,"Art, History & Culture","2 Conservatory Drive | National University of Singapore, Singapore 117377, Singapore",collection impressive easy get museum free shuttle bus run around campus mrt station
479171944,2017-04-26 00:00:00.000,5,Lovely nice views,Picturesque views like a postcard. The beauty is awe inspiring. This is a huge freshwater storehouse supplying Singapore's water needs.,2017-02-01 00:00:00.000,Couples,2020-01-30 14:20:39.842,Dhruva A,India,Marina Barrage,Leisure & Recreation,"8 Marina Gardens Drive Marina Barrage, Singapore 018951, Singapore",picturesque view like postcard beauty awe inspire huge freshwater storehouse supply singapore water need
474419705,2017-04-11 00:00:00.000,4,A must to go when in town,You must visit Gardens by the Bay at least once when you travel to Singapore. It's iconic place to go. Every seasons there will be a change in the theme in the Dome garden.,2016-12-01 00:00:00.000,Family,2020-01-25 15:38:05.510,Fpchong,Singapore,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",must visit garden bay least travel singapore iconic place go every season change theme dome garden
446638274,2016-12-26 00:00:00.000,5,Luxury at its best,Excellent representation of the luxury of Singapore. Do not miss the light show - it runs at 1 hour interval in the evening.,2016-11-01 00:00:00.000,Business,2020-01-29 23:31:29.347,manish812014,India,Marina Bay,Precinct & Street,"Marina Boulevard, Singapore 018980, Singapore",excellent representation luxury singapore not miss light show run hour interval even
575611506,2018-04-25 00:00:00.000,5,Its an iconic site now in the Singapore skyline,You must go to the Marina Bay sands when you are there. Take a camera the views from the top are fab.,2018-04-01 00:00:00.000,Couples,2020-01-30 05:57:52.852,heather109,United Kingdom,The Helix Bridge,"Art, History & Culture","Linking between Marina Bay and Marina Centre, Singapore 038981, Singapore",must go marina bay sand take camera view top fab
